30.30.30.30;2022-12-05 10:15:19,256;2;75,00303649902344
30.30.30.30;2022-12-05 10:15:22,258;3;75,00016021728516
30.30.30.30;2022-12-05 10:15:25,271;4;74,99664306640625
30.30.30.30;2022-12-05 10:15:28,276;5;74,99983978271484
30.30.30.30;2022-12-05 10:15:31,283;6;75,00048065185547
30.30.30.30;2022-12-05 10:15:34,295;7;87,49687957763672
30.30.30.30;2022-12-05 10:15:37,300;8;75,00367736816406
30.30.30.30;2022-12-05 10:15:40,319;9;74,9968032836914
30.30.30.30;2022-12-05 10:15:43,335;10;87,49935913085938
30.30.30.30;2022-12-05 10:15:46,335;11;84,9402847290039
30.30.30.30;2022-12-05 10:15:49,354;12;74,99327850341797
