10.10.10.10;2022-12-05 10:15:21,069;2;74,99664306640625
10.10.10.10;2022-12-05 10:15:26,077;3;74,99903869628906
10.10.10.10;2022-12-05 10:15:31,080;4;75,00176239013672
10.10.10.10;2022-12-05 10:15:36,097;5;74,99951934814453
10.10.10.10;2022-12-05 10:15:41,100;6;75,0078353881836
10.10.10.10;2022-12-05 10:15:46,113;7;74,99823760986328
10.10.10.10;2022-12-05 10:15:51,133;8;87,50224304199219
10.10.10.10;2022-12-05 10:15:56,139;9;62,50151824951172
